round,client_id,loss,rmse,r2,mae,mape,model_type
1,1,0.0012041631853207946,39.80211792941936,0.9333529016138468,27.000391047458738,13.5998478675277,client
1,2,0.0009606137173250318,23.40028883934913,0.9646304130491674,15.470443891112327,1087922.7662423255,client
1,7,0.0012804007856175303,21.541177905174475,0.9294931464188787,15.311927440503775,7.918794740671149,client
1,3,0.002098259050399065,34.85894949075242,0.9449251168898383,23.105743040476572,14.229246545518517,client
1,10,0.0016007018275558949,27.88610628133406,0.9632376095663592,17.741603603750217,643818.3202306265,client
1,4,0.0009324569837190211,26.871821995131562,0.9367202747490889,19.629690217822493,8.128287815876453,client
1,9,0.0024030383210629225,42.4029883886303,0.911982940469573,27.52185579232142,7175.2359436141305,client
1,6,0.0016453550197184086,26.771564120314707,0.8963642225269116,18.041098673927998,9.80427593264018,client
1,8,0.0023094010539352894,37.24357965300849,0.858843160901495,25.617927694266385,15.046660706220806,client
1,5,0.0011458736844360828,26.57283696300227,0.9548256745114719,18.06458221919137,917409.1316135671,client
1,global,0.0015580263629090042,30.735143156611677,0.9294375460696631,20.750526362083132,265639.4181143742,global
2,3,0.0020709801465272903,34.631602712288554,0.9456411752035484,23.12615893139922,14.272938304894964,client
2,8,0.0022602102253586054,36.84479311691737,0.8618498533755187,25.431196697586934,14.931466086490286,client
2,1,0.0011845974950119853,39.477418351664234,0.9344359396260974,26.677074883365407,13.3923292678075,client
2,5,0.0010707791661843657,25.687368711993294,0.9577860486395653,17.420863037182713,909837.0897633919,client
2,2,0.0009629916748963296,23.429234881065955,0.9645428540802437,15.491125065938313,2287747.6329153017,client
2,9,0.002283005276694894,41.33039189489922,0.9163795705454594,26.81556273148656,14801.575244224045,client
2,10,0.001450238167308271,26.5431477563079,0.966693184765736,17.075331812715298,1324409.0361438976,client
2,7,0.0012277214555069804,21.093391034126697,0.9323938612577587,14.992672329182438,7.833872635619237,client
2,4,0.0009164024377241731,26.639483353180832,0.937809849292134,19.57330320243173,8.092965040489037,client
2,6,0.0015418786788359284,25.916056462372122,0.9028820765388539,17.74781598452995,9.698713066574514,client
2,global,0.0014968804724048823,30.159288827481618,0.9320414413324916,20.435110467581858,453686.35563512176,global
3,3,0.0019772974774241447,33.839241637194476,0.9481002879628395,22.301657720501865,14.000248611072113,client
3,10,0.001386677147820592,25.954969305095545,0.9681529078931218,17.019765557268983,1643176.1416888093,client
3,6,0.0014875144697725773,25.45508663714418,0.9063059656963897,17.554092853238295,9.58954293119924,client
3,1,0.0011153568048030138,38.30630144997011,0.9382682072832661,25.97290301750842,13.061411330229825,client
3,5,0.001018586684949696,25.053506661090527,0.9598439137997731,16.89459632904381,901892.8753462257,client
3,4,0.0008960696868598461,26.3422923969219,0.9391898863313948,19.482731340904028,8.09192458776304,client
3,9,0.0022296924144029617,40.84497517405484,0.9183322947452989,26.446351585444727,17611.60103146706,client
3,7,0.0012303836410865188,21.11625079701522,0.9322474627902331,14.935440260943883,7.6804286213960555,client
3,8,0.0022669662721455097,36.89981238773037,0.8614367651645193,25.685289493762223,15.098185778195944,client
3,2,0.0009673839085735381,23.48260898639191,0.9643811199322242,15.857429625066366,2806989.5737658776,client
3,global,0.0014575928507838398,29.72950454326091,0.9336258811599059,20.21502577836826,536973.771357424,global
