round,client_id,loss,rmse,r2,mae,mape,model_type
1,4,0.001347013283520937,32.29748026338634,0.9085822026798241,24.09399710627251,10.358285479221102,client
1,1,0.001782016595825553,48.41938161348171,0.9013723888058197,34.86088179569021,25.067148056819562,client
1,2,0.00175201753154397,31.602113177672237,0.9354910658852802,24.340064882462404,9726346.529850041,client
1,5,0.00191416684538126,34.34468922848485,0.9245333802608863,25.04018173792585,971902.2170256285,client
1,10,0.0023849739227443933,34.038827483547884,0.9452266674329087,24.68566923262501,5925951.9737204,client
1,3,0.002669618232175708,39.31962042686928,0.9299266776545444,28.123686689893226,18.339811115903736,client
1,6,0.0020859474316239357,30.143638710289245,0.8686076898590124,21.33667764282726,12.548368786301664,client
1,7,0.001846731873229146,25.870118553406876,0.8982942101898767,19.307031131376597,11.394973962185997,client
1,8,0.0027920124121010303,40.95061159178303,0.8293396777750958,28.766324282316887,16.871918258361656,client
1,9,0.0028901814948767424,46.50274749684436,0.8941365034602006,32.55023768767084,41659.14225731512,client
1,global,0.0021464679623022674,36.34892285457657,0.9035510464003449,26.310475218906085,1666595.4443359044,global
2,9,0.0022074661683291197,40.64087882609478,0.9191463601237236,26.603814145179086,13605.918268845147,client
2,8,0.0022121465299278498,36.45093566703223,0.8647871457933826,25.292993373365917,14.893530823003195,client
2,3,0.0020048487931489944,34.074180748556266,0.9473770077398572,22.8068502376689,14.42979861916934,client
2,7,0.0012330253375694156,21.138905659814498,0.9321010878280851,15.006603505887641,7.87494824626621,client
2,10,0.0013768563512712717,25.862898066046004,0.9683785559961137,17.38135222951849,1892988.2533306358,client
2,5,0.0010518593480810523,25.4594152279101,0.9585317663934014,17.32971960475582,909119.7993686448,client
2,6,0.0014239124720916152,24.904947513370853,0.9103122696325731,17.290240924179535,9.56235756027661,client
2,4,0.0008901225519366562,26.254732365519555,0.9395932430495444,19.29841969076331,7.983177710857034,client
2,2,0.0010227978928014636,24.145816957335974,0.9623407635709148,16.53319606135374,3081754.6734861042,client
2,1,0.0011796851176768541,39.39549008212263,0.9347080800298008,27.171043354739645,15.300493965560191,client
2,global,0.0014602720562834292,29.83282011138029,0.9337276280157395,20.47142331274121,589753.8688761155,global
3,10,0.0013023727806285024,25.15361707629911,0.9700889541817542,16.896394486462555,814236.0470014231,client
3,2,0.0009071655222214758,22.739986395435782,0.9665983457967632,15.131180104472797,1307726.593395787,client
3,4,0.0008352358709089458,25.43240027185201,0.9433184780580647,18.78506751835533,7.820280515021771,client
3,6,0.0013251160271465778,24.02541272391657,0.9165357346688373,16.856634547606582,9.337562335939701,client
3,9,0.002160656498745084,40.207670136807906,0.920861196236742,26.496015194259687,10544.702645978638,client
3,8,0.0021807379089295864,36.19123528457796,0.8667075066510915,25.1770030905574,14.973945180323195,client
3,5,0.0009729934972710907,24.486378934431876,0.9616414008351161,16.618431400816696,902839.9179123178,client
3,3,0.001858032657764852,32.80284780843252,0.9512308582521977,21.480887622749098,13.955054329924078,client
3,1,0.0010509361745789647,37.18361362988612,0.9418335348764075,26.356857798074195,14.34545729520389,client
3,7,0.0012075481936335564,20.919374677278295,0.9335043907117165,14.78543876669124,7.627988529203737,client
3,global,0.0013800795131828636,28.914253693891816,0.937232040026869,19.85839105300456,303541.5321243693,global
4,9,0.002195964800193906,40.53487079613686,0.9195676757565621,26.370956231723678,9142.49561164065,client
4,8,0.0021796838846057653,36.182497359680106,0.8667721540083034,25.05464742374393,14.890130897154263,client
4,5,0.0009388121543452144,24.052427133633344,0.9629890122886208,16.311341139715754,910827.6094106724,client
4,3,0.0018431470962241292,32.67116788832313,0.9516216656192925,21.351310860968166,13.58354414112331,client
4,2,0.0008870132733136415,22.485996541771094,0.9673403261315817,15.10572646226805,873913.2215565704,client
4,10,0.001349200727418065,25.601836044014558,0.9690135054621818,16.949596099564612,535820.9266015056,client
4,1,0.0009794434299692512,35.89658130322673,0.9457904272265217,25.33677283183754,13.639984036172073,client
4,4,0.0008291717967949808,25.339903270259345,0.9437299582272334,18.64532676273827,7.727758383914492,client
4,7,0.0011905295541509986,20.771437131081175,0.9344418461360441,14.603447914055668,7.427966352985414,client
4,6,0.0013070631539449096,23.861195805045067,0.9176727187688414,16.763841620680616,9.267348386652397,client
4,global,0.0013700029870960862,28.739791327317143,0.9378939289625183,19.649296734729628,232977.07899125875,global
5,4,0.0008355523459613323,25.437217207616996,0.9432969134708107,18.750816044100254,7.775261986585178,client
5,7,0.001191002782434225,20.775566979294137,0.9344160391019026,14.590318349566244,7.384403952748092,client
5,5,0.0009434715611860156,24.11204089442715,0.9628052761223946,16.33761084826285,901838.1676802544,client
5,8,0.002228282392024994,36.583627849771005,0.8638017523597442,25.21973710414388,14.978549295265815,client
5,6,0.0013179206289350986,23.96009819505581,0.9169886274873629,16.79544907638296,9.302584589910042,client
5,3,0.0018244525417685509,32.505062389318844,0.952112438441291,21.25680602906675,13.61540771988462,client
5,10,0.001374480896629393,25.84057602834441,0.9684329033308389,17.309435121385274,592969.8975043738,client
5,1,0.0009933189721778035,36.149959166929015,0.9450224967751694,25.60755884317194,13.841295010203671,client
5,2,0.0009040664881467819,22.701108594804673,0.9667124599875178,15.347817239283438,982318.1619289018,client
5,9,0.002212845953181386,40.690372600233545,0.9189492602892372,26.56876567924401,4369.588791937667,client
5,global,0.001382539456244558,28.87556299057956,0.9372538167366269,19.77843143346076,248156.27134080222,global
